Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Finland,Veikkausliiga,2015,06/07/15,16:30,HJK,HIFK,1,1,D,1.5,4.52,7.3,1.5,4.7,9.33,1.42,4.31,7.47
Finland,Veikkausliiga,2015,06/07/15,16:30,KTP,Rovaniemi,0,0,D,3.53,3.5,2.19,3.61,3.55,2.2,3.43,3.28,2.1
Finland,Veikkausliiga,2015,06/07/15,16:30,Lahti,SJK,1,0,H,2.56,3.07,3.25,2.72,3.15,3.25,2.55,2.98,2.91
Finland,Veikkausliiga,2015,10/07/15,16:30,Rovaniemi,HJK,2,1,H,3.04,3.24,2.58,3.2,3.26,2.58,2.99,3.14,2.39
Finland,Veikkausliiga,2015,12/07/15,16:30,Ilves,KuPS,1,0,H,2.72,3.24,2.86,2.88,3.25,2.91,2.61,3.15,2.7
Finland,Veikkausliiga,2015,12/07/15,16:30,Jaro,VPS,2,1,H,2.19,3.39,3.67,2.21,3.52,3.84,2.09,3.26,3.48
Finland,Veikkausliiga,2015,12/07/15,16:30,SJK,KTP,1,0,H,1.4,4.7,10.05,1.45,4.75,10.37,1.38,4.33,8.69
Finland,Veikkausliiga,2015,13/07/15,16:30,Inter Turku,Mariehamn,1,1,D,2.4,3.39,3.19,2.4,3.42,3.38,2.33,3.26,2.97
Finland,Veikkausliiga,2015,19/07/15,16:30,KuPS,Inter Turku,1,1,D,3.08,3.31,2.51,3.08,3.4,2.65,2.84,3.21,2.46
Finland,Veikkausliiga,2015,19/07/15,16:30,Lahti,Ilves,3,1,H,1.63,3.93,6.32,1.75,3.93,6.5,1.62,3.69,5.47
Finland,Veikkausliiga,2015,19/07/15,16:30,Mariehamn,Jaro,4,3,H,1.66,4.1,5.64,1.67,4.1,6.5,1.63,3.75,5.31
Finland,Veikkausliiga,2015,19/07/15,16:30,SJK,HIFK,4,1,H,1.57,4.08,6.96,1.59,4.1,7.5,1.53,3.86,6.35
Finland,Veikkausliiga,2015,19/07/15,16:30,VPS,Rovaniemi,1,1,D,3.17,3.27,2.48,3.38,3.35,2.48,3,3.19,2.36
Finland,Veikkausliiga,2015,25/07/15,14:00,HJK,KTP,2,1,H,1.28,6.01,12.98,1.3,6.1,13.5,1.28,5.17,10.93
Finland,Veikkausliiga,2015,25/07/15,14:00,Jaro,HIFK,0,2,A,2.19,3.39,3.65,2.27,3.5,3.65,2.13,3.33,3.32
Finland,Veikkausliiga,2015,26/07/15,16:30,Ilves,SJK,0,0,D,4.93,3.86,1.78,5.4,3.86,1.78,4.88,3.56,1.71
Finland,Veikkausliiga,2015,26/07/15,16:30,Inter Turku,Lahti,0,2,A,2.28,3.57,3.27,2.3,3.57,3.6,2.23,3.32,3.11
Finland,Veikkausliiga,2015,26/07/15,16:30,Rovaniemi,Mariehamn,1,1,D,2.47,3.39,3.08,2.49,3.4,3.52,2.3,3.23,3.06
Finland,Veikkausliiga,2015,01/08/15,14:00,HIFK,Ilves,2,2,D,1.8,3.82,4.83,1.85,3.9,4.95,1.79,3.58,4.33
Finland,Veikkausliiga,2015,02/08/15,13:00,SJK,Inter Turku,0,1,A,1.62,4.15,6.05,1.67,4.2,6.5,1.59,3.84,5.47
Finland,Veikkausliiga,2015,02/08/15,16:30,KuPS,Rovaniemi,3,0,H,2.53,3.42,2.96,2.75,3.42,3,2.5,3.24,2.75
Finland,Veikkausliiga,2015,02/08/15,16:30,Lahti,Jaro,1,1,D,1.6,4.19,6.19,1.65,4.19,6.5,1.58,3.87,5.59
Finland,Veikkausliiga,2015,03/08/15,16:30,KTP,VPS,0,0,D,2.48,3.23,3.2,2.52,3.32,3.2,2.45,3.15,2.89
Finland,Veikkausliiga,2015,09/08/15,14:00,Ilves,KTP,2,0,H,2.03,3.49,4.06,2.11,3.6,4.33,1.97,3.35,3.78
Finland,Veikkausliiga,2015,09/08/15,14:00,Jaro,SJK,1,0,H,4.35,3.68,1.91,4.39,3.68,1.97,4.02,3.46,1.87
Finland,Veikkausliiga,2015,09/08/15,14:00,KuPS,HIFK,2,0,H,2.27,3.27,3.59,2.27,3.4,3.8,2.11,3.29,3.41
Finland,Veikkausliiga,2015,09/08/15,14:00,Rovaniemi,Lahti,1,2,A,2.93,3.12,2.76,2.93,3.2,2.87,2.73,3.05,2.66
Finland,Veikkausliiga,2015,09/08/15,14:00,VPS,Mariehamn,1,0,H,3.33,3.4,2.31,3.35,3.4,2.4,3.09,3.26,2.27
Finland,Veikkausliiga,2015,12/08/15,16:30,HJK,Lahti,1,0,H,1.76,3.63,5.51,1.8,3.8,5.6,1.7,3.49,5.08
Finland,Veikkausliiga,2015,12/08/15,16:30,Inter Turku,Ilves,1,2,A,1.64,4.33,5.44,1.72,4.33,5.55,1.62,3.94,5.04
Finland,Veikkausliiga,2015,12/08/15,16:30,Mariehamn,KTP,0,1,A,1.34,5.55,9.97,1.44,5.7,10.5,1.34,4.9,8.52
Finland,Veikkausliiga,2015,12/08/15,16:30,Rovaniemi,SJK,2,0,H,3.41,3.19,2.38,3.41,3.24,2.49,3.1,3.08,2.35
Finland,Veikkausliiga,2015,12/08/15,16:30,VPS,KuPS,2,2,D,2.48,3.3,3.15,2.52,3.3,3.3,2.37,3.14,3.01
Finland,Veikkausliiga,2015,16/08/15,16:30,Ilves,Jaro,1,0,H,2.31,3.51,3.21,2.45,3.53,3.21,2.32,3.28,2.96
Finland,Veikkausliiga,2015,16/08/15,16:30,Lahti,VPS,0,0,D,1.72,3.79,5.55,1.77,3.79,5.55,1.71,3.5,4.99
Finland,Veikkausliiga,2015,17/08/15,16:30,HIFK,Rovaniemi,1,1,D,2.65,3.3,2.91,2.66,3.39,2.91,2.52,3.17,2.76
Finland,Veikkausliiga,2015,19/08/15,16:30,KTP,Inter Turku,4,1,H,3.16,3.34,2.45,3.16,3.44,2.55,2.89,3.16,2.42
Finland,Veikkausliiga,2015,19/08/15,16:30,KuPS,Mariehamn,0,0,D,2.67,3.27,2.9,2.78,3.3,2.9,2.61,3.15,2.68
Finland,Veikkausliiga,2015,22/08/15,14:00,Rovaniemi,Ilves,0,0,D,1.5,4.32,7.79,1.55,4.4,7.79,1.49,4.04,6.56
Finland,Veikkausliiga,2015,23/08/15,16:30,Jaro,Inter Turku,0,0,D,2.49,3.61,2.88,2.55,3.61,2.94,2.43,3.37,2.76
Finland,Veikkausliiga,2015,23/08/15,16:30,KuPS,KTP,1,1,D,1.61,4,6.57,1.8,4,6.57,1.63,3.7,5.39
Finland,Veikkausliiga,2015,23/08/15,16:30,Mariehamn,Lahti,0,2,A,2.43,3.34,3.18,2.43,3.4,3.26,2.3,3.23,3.05
Finland,Veikkausliiga,2015,23/08/15,16:30,VPS,SJK,1,3,A,4.23,3.41,2.02,4.47,3.41,2.1,3.9,3.23,1.98
Finland,Veikkausliiga,2015,24/08/15,16:30,HJK,HIFK,1,1,D,1.65,4.08,5.7,1.7,4.08,6,1.63,3.76,5.17
Finland,Veikkausliiga,2015,26/08/15,16:30,SJK,KuPS,1,0,H,1.71,3.86,5.48,1.75,3.86,6.25,1.64,3.62,5.45
Finland,Veikkausliiga,2015,26/08/15,16:30,VPS,Lahti,3,1,H,3.4,3.28,2.35,3.42,3.35,2.5,3.15,3.14,2.29
Finland,Veikkausliiga,2015,29/08/15,14:00,Inter Turku,Rovaniemi,2,0,H,2.14,3.47,3.73,2.38,3.6,3.8,2.17,3.28,3.27
Finland,Veikkausliiga,2015,29/08/15,14:00,KTP,Jaro,1,0,H,2.49,3.42,3.02,2.55,3.42,3.1,2.4,3.22,2.88
Finland,Veikkausliiga,2015,30/08/15,16:30,HIFK,VPS,3,0,H,2.08,3.42,3.97,2.08,3.5,4.05,2.01,3.31,3.68
Finland,Veikkausliiga,2015,30/08/15,16:30,Ilves,HJK,1,0,H,4.53,3.72,1.87,4.7,3.72,1.91,4.31,3.42,1.83
Finland,Veikkausliiga,2015,30/08/15,16:30,Lahti,KuPS,1,0,H,2,3.46,4.23,2,3.6,4.75,1.88,3.34,4.14
Finland,Veikkausliiga,2015,30/08/15,16:30,SJK,Mariehamn,4,0,H,2.07,3.4,4.06,2.08,3.5,4.45,1.92,3.34,3.96
Finland,Veikkausliiga,2015,10/09/15,16:30,HJK,Inter Turku,0,2,A,1.51,4.55,7.05,1.55,4.55,7.05,1.51,4.06,6.18
Finland,Veikkausliiga,2015,10/09/15,16:30,KuPS,SJK,1,1,D,3.38,3.4,2.31,3.58,3.5,2.31,3.23,3.23,2.21
Finland,Veikkausliiga,2015,10/09/15,16:30,Lahti,KTP,3,2,H,1.6,3.97,6.85,1.7,3.97,7.2,1.6,3.66,5.73
Finland,Veikkausliiga,2015,10/09/15,16:30,Mariehamn,HIFK,1,0,H,1.84,3.82,4.54,1.9,3.82,4.54,1.81,3.55,4.19
Finland,Veikkausliiga,2015,10/09/15,16:30,Rovaniemi,Jaro,0,0,D,1.75,3.86,5.14,1.79,3.86,5.14,1.72,3.63,4.66
Finland,Veikkausliiga,2015,10/09/15,16:30,VPS,Ilves,1,0,H,2.24,3.47,3.44,2.25,3.47,3.6,2.15,3.29,3.29
Finland,Veikkausliiga,2015,13/09/15,15:30,SJK,Lahti,0,0,D,1.99,3.45,4.29,2,3.5,4.55,1.91,3.3,4.04
Finland,Veikkausliiga,2015,13/09/15,16:30,Ilves,Mariehamn,1,3,A,3.17,3.36,2.43,3.17,3.5,2.5,2.86,3.27,2.38
Finland,Veikkausliiga,2015,13/09/15,16:30,Jaro,HJK,1,1,D,3.83,3.55,2.07,4.3,3.55,2.11,3.69,3.39,1.97
Finland,Veikkausliiga,2015,14/09/15,16:30,HIFK,KuPS,1,3,A,2.5,3.22,3.17,2.5,3.38,3.25,2.36,3.19,3
Finland,Veikkausliiga,2015,14/09/15,16:30,Inter Turku,VPS,1,1,D,1.87,3.73,4.53,1.89,3.75,4.8,1.82,3.49,4.26
Finland,Veikkausliiga,2015,14/09/15,16:30,KTP,Rovaniemi,0,4,A,3.72,3.34,2.19,3.72,3.4,2.36,3.26,3.21,2.21
Finland,Veikkausliiga,2015,17/09/15,16:30,HIFK,VPS,0,3,A,2.09,3.46,3.87,2.13,3.5,4.05,2.04,3.29,3.56
Finland,Veikkausliiga,2015,17/09/15,16:30,Ilves,KuPS,1,0,H,3.29,3.29,2.39,3.29,3.4,2.65,3,3.17,2.37
Finland,Veikkausliiga,2015,17/09/15,16:30,Jaro,Mariehamn,0,0,D,2.72,3.48,2.71,2.78,3.5,2.77,2.61,3.29,2.6
Finland,Veikkausliiga,2015,20/09/15,14:00,HJK,Rovaniemi,0,2,A,1.88,3.52,4.78,1.91,3.6,4.78,1.84,3.39,4.31
Finland,Veikkausliiga,2015,20/09/15,14:00,KTP,SJK,1,3,A,5.49,3.88,1.71,5.75,3.88,1.75,5.09,3.62,1.67
Finland,Veikkausliiga,2015,20/09/15,14:00,KuPS,Ilves,1,2,A,1.65,3.94,6.13,1.74,3.94,6.13,1.63,3.65,5.48
Finland,Veikkausliiga,2015,20/09/15,14:00,Lahti,HIFK,0,5,A,1.74,3.78,5.36,1.75,3.78,5.75,1.67,3.55,5.23
Finland,Veikkausliiga,2015,20/09/15,14:00,VPS,Jaro,2,1,H,2.45,3.34,3.16,2.47,3.4,3.23,2.34,3.2,3.02
Finland,Veikkausliiga,2015,21/09/15,16:30,Mariehamn,Inter Turku,0,2,A,2.1,3.68,3.61,2.1,3.73,4.25,2,3.48,3.54
Finland,Veikkausliiga,2015,23/09/15,15:00,SJK,HJK,3,0,H,2.33,3.38,3.35,2.36,3.4,3.5,2.22,3.24,3.21
Finland,Veikkausliiga,2015,23/09/15,16:30,HIFK,KTP,0,0,D,1.59,4.2,6.32,1.63,4.3,6.32,1.56,3.99,5.6
Finland,Veikkausliiga,2015,23/09/15,16:30,Jaro,KuPS,1,1,D,2.18,3.35,3.74,2.25,3.46,3.74,2.12,3.29,3.4
Finland,Veikkausliiga,2015,27/09/15,16:30,Ilves,Lahti,1,2,A,3.58,3.34,2.24,3.58,3.35,2.5,3.2,3.18,2.26
Finland,Veikkausliiga,2015,27/09/15,16:30,KTP,HJK,1,1,D,6.64,4.23,1.57,7,4.23,1.75,6,3.87,1.55
Finland,Veikkausliiga,2015,27/09/15,16:30,Rovaniemi,VPS,2,1,H,1.71,3.81,5.6,1.76,3.9,5.6,1.68,3.6,5.07
Finland,Veikkausliiga,2015,28/09/15,16:30,HIFK,SJK,1,0,H,3.74,3.41,2.13,4.25,3.65,2.14,3.59,3.33,2.03
Finland,Veikkausliiga,2015,30/09/15,16:30,Inter Turku,KuPS,3,1,H,2.04,3.65,3.76,2.11,3.7,4.05,2.01,3.41,3.58
Finland,Veikkausliiga,2015,01/10/15,16:30,Mariehamn,HJK,0,2,A,3.18,3.52,2.35,3.36,3.52,2.37,2.98,3.33,2.3
Finland,Veikkausliiga,2015,04/10/15,13:00,KTP,HIFK,1,0,H,3.13,3.4,2.43,3.13,3.55,2.71,2.72,3.27,2.52
Finland,Veikkausliiga,2015,04/10/15,13:00,KuPS,Jaro,2,0,H,2.45,3.34,3.16,2.47,3.4,3.25,2.31,3.24,3.03
Finland,Veikkausliiga,2015,04/10/15,13:00,Lahti,Inter Turku,3,1,H,1.97,3.71,4.01,2.2,3.73,4.1,1.99,3.48,3.58
Finland,Veikkausliiga,2015,04/10/15,13:00,SJK,Ilves,2,1,H,1.37,5.15,9.87,1.45,5.15,12,1.35,4.65,8.8
Finland,Veikkausliiga,2015,04/10/15,13:00,VPS,HJK,1,2,A,5.52,3.73,1.74,5.52,3.75,1.9,4.84,3.5,1.73
Finland,Veikkausliiga,2015,05/10/15,16:30,Mariehamn,Rovaniemi,1,0,H,3.34,3.62,2.23,3.58,3.63,2.35,3.17,3.35,2.19
Finland,Veikkausliiga,2015,15/10/15,16:30,HIFK,Lahti,3,3,D,2.95,3.41,2.55,3.05,3.41,2.68,2.8,3.21,2.49
Finland,Veikkausliiga,2015,15/10/15,16:30,Ilves,VPS,1,3,A,2.75,3.22,2.85,3,3.3,2.85,2.72,3.17,2.58
Finland,Veikkausliiga,2015,15/10/15,16:30,Inter Turku,Jaro,1,0,H,1.75,4.36,4.47,1.8,4.5,4.85,1.71,3.87,4.44
Finland,Veikkausliiga,2015,18/10/15,12:00,HJK,Mariehamn,4,0,H,1.46,4.85,7.56,1.46,4.85,8.3,1.42,4.42,7.26
Finland,Veikkausliiga,2015,18/10/15,12:00,Ilves,HIFK,1,3,A,2.8,3.51,2.61,2.8,3.65,2.72,2.67,3.31,2.54
Finland,Veikkausliiga,2015,18/10/15,12:00,Inter Turku,SJK,0,2,A,3.18,3.47,2.37,3.18,3.6,2.42,3.04,3.29,2.28
Finland,Veikkausliiga,2015,18/10/15,12:00,Jaro,Lahti,1,1,D,2.5,3.44,2.99,2.63,3.5,3.01,2.43,3.28,2.82
Finland,Veikkausliiga,2015,18/10/15,12:00,Rovaniemi,KuPS,2,1,H,1.54,4.35,6.9,1.6,4.4,7.5,1.52,3.98,6.23
Finland,Veikkausliiga,2015,18/10/15,12:00,VPS,KTP,1,1,D,1.9,3.6,4.53,1.91,3.68,4.55,1.86,3.41,4.19
Finland,Veikkausliiga,2015,25/10/15,11:00,HIFK,Inter Turku,2,0,H,2.29,3.84,3.06,2.32,3.85,3.3,2.23,3.51,2.97
Finland,Veikkausliiga,2015,25/10/15,11:00,KTP,Ilves,1,2,A,1.67,4,5.7,1.75,4,5.7,1.68,3.67,4.92
Finland,Veikkausliiga,2015,25/10/15,11:00,KuPS,HJK,0,1,A,5.87,4.27,1.61,6,4.27,1.65,5.5,3.94,1.58
Finland,Veikkausliiga,2015,25/10/15,11:00,Lahti,Rovaniemi,1,4,A,3.2,3.58,2.31,3.2,3.58,2.4,2.99,3.33,2.29
Finland,Veikkausliiga,2015,25/10/15,11:00,Mariehamn,VPS,2,0,H,2.37,3.53,3.12,2.38,3.6,3.31,2.27,3.34,3.03
Finland,Veikkausliiga,2015,25/10/15,11:00,SJK,Jaro,2,0,H,1.3,5.92,11.15,1.35,5.92,11.5,1.31,5.03,9.44
Finland,Veikkausliiga,2015,28/10/15,16:30,PK-35 Vantaa,KTP,0,0,D,,,,2.5,3.35,4.2,2.15,3.15,3.39
Finland,Veikkausliiga,2015,31/10/15,13:00,KTP,PK-35 Vantaa,2,3,A,2.61,3.19,3.05,2.64,3.25,3.1,2.43,3.09,2.89
Finland,Veikkausliiga,2016,02/04/16,12:00,HJK,Mariehamn,2,0,H,1.54,4.13,7.38,1.59,4.13,7.5,1.51,3.86,6.73
Finland,Veikkausliiga,2016,02/04/16,15:00,PK-35 Vantaa,Rovaniemi,3,4,A,2.57,3.22,3.07,2.65,3.28,3.09,2.48,3.07,2.9
Finland,Veikkausliiga,2016,08/04/16,16:30,HJK,VPS,3,1,H,1.41,4.69,9.71,1.43,4.95,10,1.37,4.5,8.67
Finland,Veikkausliiga,2016,09/04/16,14:00,Inter Turku,Lahti,1,1,D,2.24,3.29,3.65,2.4,3.29,3.66,2.21,3.13,3.36
Finland,Veikkausliiga,2016,09/04/16,14:00,KuPS,Ilves,0,1,A,2.16,3.41,3.72,2.22,3.48,4,2.1,3.22,3.52
Finland,Veikkausliiga,2016,09/04/16,14:00,Mariehamn,Rovaniemi,1,0,H,2.45,3.32,3.16,2.47,3.32,3.23,2.36,3.16,3.02
Finland,Veikkausliiga,2016,09/04/16,14:00,PK-35 Vantaa,HIFK,0,2,A,2.45,3.46,3.06,2.48,3.46,3.1,2.36,3.28,2.91
Finland,Veikkausliiga,2016,09/04/16,14:00,PS Kemi,SJK,3,0,H,4.54,3.33,1.98,4.76,3.5,1.99,4.19,3.27,1.9
Finland,Veikkausliiga,2016,14/04/16,16:30,HIFK,Inter Turku,1,2,A,2.41,3.38,3.18,2.55,3.4,3.18,2.36,3.22,2.98
Finland,Veikkausliiga,2016,14/04/16,16:30,KuPS,PK-35 Vantaa,2,3,A,2.28,3.4,3.42,2.4,3.4,3.45,2.23,3.23,3.19
Finland,Veikkausliiga,2016,14/04/16,16:30,Rovaniemi,HJK,2,2,D,4.56,3.54,1.91,4.56,3.65,1.95,4.14,3.36,1.88
Finland,Veikkausliiga,2016,14/04/16,16:30,SJK,Mariehamn,0,1,A,1.75,3.57,5.76,1.77,3.8,6.1,1.69,3.46,5.31
Finland,Veikkausliiga,2016,17/04/16,13:00,PS Kemi,Mariehamn,1,2,A,3.15,3.32,2.46,3.3,3.4,2.5,2.97,3.22,2.37
Finland,Veikkausliiga,2016,17/04/16,14:00,PK-35 Vantaa,VPS,0,2,A,2.41,3.34,3.23,2.45,3.4,3.35,2.29,3.22,3.08
Finland,Veikkausliiga,2016,18/04/16,16:30,HJK,SJK,2,1,H,1.83,3.53,5.16,1.83,3.74,5.6,1.77,3.37,4.79
Finland,Veikkausliiga,2016,18/04/16,16:30,Inter Turku,KuPS,3,1,H,1.75,3.81,5.23,1.76,3.81,6,1.7,3.57,4.96
Finland,Veikkausliiga,2016,18/04/16,16:30,Lahti,HIFK,2,2,D,2.03,3.39,4.23,2.06,3.5,4.25,1.98,3.23,3.92
Finland,Veikkausliiga,2016,24/04/16,14:00,KuPS,Lahti,2,0,H,3.31,3.31,2.38,3.44,3.45,2.38,3.19,3.18,2.26
Finland,Veikkausliiga,2016,24/04/16,14:00,Rovaniemi,PK-35 Vantaa,1,0,H,1.7,4.11,5.13,1.75,4.11,5.5,1.66,3.79,4.85
Finland,Veikkausliiga,2016,24/04/16,14:00,SJK,Ilves,0,2,A,1.65,3.99,5.98,1.65,4,7.2,1.58,3.75,5.84
Finland,Veikkausliiga,2016,24/04/16,14:00,VPS,Inter Turku,0,0,D,2.85,3.26,2.72,3,3.35,2.72,2.8,3.1,2.56
Finland,Veikkausliiga,2016,24/04/16,14:30,Mariehamn,HJK,0,0,D,4.1,3.47,2.02,4.13,3.58,2.02,3.85,3.31,1.96
Finland,Veikkausliiga,2016,25/04/16,16:30,HIFK,PS Kemi,0,0,D,1.91,3.73,4.29,1.91,3.78,4.45,1.85,3.52,4.07
Finland,Veikkausliiga,2016,28/04/16,16:30,HIFK,KuPS,3,2,H,2.19,3.39,3.65,2.21,3.44,3.7,2.09,3.25,3.5
Finland,Veikkausliiga,2016,28/04/16,16:30,Inter Turku,Rovaniemi,1,2,A,2.28,3.32,3.51,2.28,3.38,3.64,2.17,3.18,3.37
Finland,Veikkausliiga,2016,28/04/16,16:30,Lahti,VPS,4,0,H,2.04,3.1,4.64,2.05,3.4,4.64,1.96,3.12,4.18
Finland,Veikkausliiga,2016,29/04/16,16:30,Ilves,Mariehamn,0,1,A,2.77,3.19,2.86,2.82,3.19,2.92,2.66,3.03,2.73
Finland,Veikkausliiga,2016,29/04/16,16:30,PK-35 Vantaa,SJK,0,0,D,3.5,3.23,2.3,3.58,3.5,2.3,3.34,3.16,2.2
Finland,Veikkausliiga,2016,29/04/16,16:30,PS Kemi,HJK,1,0,H,5.1,3.73,1.78,7,3.95,1.78,5.58,3.65,1.63
Finland,Veikkausliiga,2016,04/05/16,16:30,HJK,Ilves,5,1,H,1.53,4.32,7.08,1.54,4.45,8.5,1.47,4.13,6.9
Finland,Veikkausliiga,2016,04/05/16,16:30,KuPS,PS Kemi,2,0,H,2.25,3.37,3.52,2.36,3.37,3.52,2.22,3.19,3.26
Finland,Veikkausliiga,2016,04/05/16,16:30,Mariehamn,PK-35 Vantaa,0,0,D,1.83,3.54,5.08,1.93,3.6,5.2,1.81,3.37,4.56
Finland,Veikkausliiga,2016,04/05/16,16:30,VPS,HIFK,3,1,H,2.67,3.18,2.98,2.67,3.25,3.1,2.5,3.09,2.89
Finland,Veikkausliiga,2016,05/05/16,12:00,Rovaniemi,Lahti,0,0,D,2.11,3.4,3.89,2.14,3.55,4.33,2.02,3.28,3.68
Finland,Veikkausliiga,2016,05/05/16,12:00,SJK,Inter Turku,1,0,H,2.19,3.12,4.03,2.36,3.25,4.03,2.15,3.06,3.56
Finland,Veikkausliiga,2016,07/05/16,14:00,KuPS,VPS,1,0,H,2.21,3.33,3.69,2.21,3.33,4,2.12,3.19,3.51
Finland,Veikkausliiga,2016,07/05/16,14:00,PK-35 Vantaa,HJK,1,2,A,4.15,3.55,1.99,4.75,3.75,1.99,4.07,3.5,1.87
Finland,Veikkausliiga,2016,07/05/16,14:00,PS Kemi,Ilves,1,0,H,2.54,3.24,3.1,2.62,3.26,3.1,2.46,3.1,2.93
Finland,Veikkausliiga,2016,09/05/16,16:00,HIFK,Rovaniemi,1,1,D,2.9,3.22,2.71,2.93,3.35,2.75,2.74,3.12,2.6
Finland,Veikkausliiga,2016,09/05/16,16:00,Inter Turku,Mariehamn,0,2,A,2.38,3.23,3.38,2.47,3.25,3.5,2.31,3.11,3.16
Finland,Veikkausliiga,2016,09/05/16,16:00,Lahti,SJK,3,0,H,2.87,3.03,2.89,2.9,3.1,2.89,2.77,2.96,2.69
Finland,Veikkausliiga,2016,13/05/16,16:30,Ilves,PK-35 Vantaa,2,0,H,2.68,3.15,2.98,2.68,3.2,3.18,2.52,3.03,2.91
Finland,Veikkausliiga,2016,13/05/16,16:30,Rovaniemi,KuPS,0,1,A,1.94,3.4,4.6,1.96,3.47,4.65,1.91,3.34,4.07
Finland,Veikkausliiga,2016,13/05/16,16:30,VPS,PS Kemi,0,1,A,2.15,3.29,3.9,2.2,3.3,4.05,2.08,3.15,3.69
Finland,Veikkausliiga,2016,14/05/16,14:00,SJK,HIFK,2,1,H,1.76,3.7,5.39,1.85,3.7,5.5,1.73,3.45,4.97
Finland,Veikkausliiga,2016,15/05/16,16:30,Mariehamn,Lahti,3,0,H,2.28,3.21,3.64,2.3,3.21,3.8,2.21,3.08,3.41
Finland,Veikkausliiga,2016,16/05/16,16:30,HJK,Inter Turku,3,1,H,1.52,4.52,6.98,1.53,4.52,7.5,1.48,4.19,6.49
Finland,Veikkausliiga,2016,20/05/16,16:30,HIFK,Mariehamn,0,1,A,2.7,3.3,2.84,2.9,3.3,2.84,2.62,3.14,2.7
Finland,Veikkausliiga,2016,20/05/16,16:30,Lahti,HJK,1,2,A,3.46,3.36,2.28,3.78,3.38,2.28,3.3,3.23,2.19
Finland,Veikkausliiga,2016,21/05/16,14:00,Inter Turku,Ilves,1,0,H,2.19,3.26,3.84,2.24,3.3,3.92,2.12,3.19,3.51
Finland,Veikkausliiga,2016,21/05/16,14:00,KuPS,SJK,0,0,D,3.18,3.06,2.44,3.26,3.2,2.63,3.02,3.02,2.45
Finland,Veikkausliiga,2016,21/05/16,14:00,PK-35 Vantaa,PS Kemi,2,2,D,2.02,3.38,4.28,2.12,3.4,4.28,2,3.26,3.81
Finland,Veikkausliiga,2016,22/05/16,16:30,VPS,Rovaniemi,1,0,H,2.94,3.12,2.75,3.05,3.12,2.76,2.87,2.99,2.58
Finland,Veikkausliiga,2016,25/05/16,16:30,Ilves,Lahti,2,0,H,2.48,3.3,2.9,2.67,3.3,3.09,2.53,3.04,2.88
Finland,Veikkausliiga,2016,25/05/16,16:30,Mariehamn,KuPS,0,3,A,2.07,3.34,4.12,2.07,3.35,4.6,2,3.19,3.91
Finland,Veikkausliiga,2016,25/05/16,16:30,PK-35 Vantaa,Inter Turku,3,1,H,3.13,3.71,2.29,3.6,3.71,2.31,3.2,3.33,2.18
Finland,Veikkausliiga,2016,25/05/16,16:30,SJK,VPS,1,0,H,1.93,3.25,4.98,1.93,3.6,6.2,1.77,3.27,5.12
Finland,Veikkausliiga,2016,26/05/16,16:30,HJK,HIFK,2,1,H,1.52,4.57,6.73,1.52,4.9,7.6,1.48,4.23,6.34
Finland,Veikkausliiga,2016,28/05/16,14:00,Lahti,PK-35 Vantaa,2,1,H,1.72,3.82,5.45,1.75,3.92,5.7,1.7,3.6,4.85
Finland,Veikkausliiga,2016,28/05/16,14:00,Rovaniemi,SJK,2,3,A,2.43,3.09,3.44,2.49,3.2,3.44,2.35,3.02,3.19
Finland,Veikkausliiga,2016,28/05/16,16:00,Inter Turku,PS Kemi,0,2,A,2.25,3.44,3.45,2.31,3.44,3.45,2.22,3.26,3.21
Finland,Veikkausliiga,2016,29/05/16,16:30,HIFK,Ilves,0,1,A,2.4,3.35,3.23,2.4,3.35,3.36,2.29,3.23,3.08
Finland,Veikkausliiga,2016,29/05/16,16:30,KuPS,HJK,0,0,D,3.41,3.36,2.17,3.9,3.46,2.21,3.46,3.27,2.1
Finland,Veikkausliiga,2016,29/05/16,16:30,Mariehamn,VPS,2,2,D,1.91,3.38,4.87,1.92,3.6,5.2,1.85,3.26,4.46
Finland,Veikkausliiga,2016,09/06/16,16:30,HIFK,PK-35 Vantaa,1,2,A,2.32,3.51,3.23,2.32,3.56,3.66,2.16,3.34,3.25
Finland,Veikkausliiga,2016,09/06/16,16:30,Ilves,KuPS,1,0,H,2.25,3.27,3.64,2.39,3.31,3.64,2.23,3.15,3.29
Finland,Veikkausliiga,2016,09/06/16,16:30,Lahti,Inter Turku,1,0,H,1.74,3.86,5.27,1.75,3.86,5.6,1.69,3.64,4.91
Finland,Veikkausliiga,2016,09/06/16,16:30,Rovaniemi,Mariehamn,0,0,D,1.99,3.48,4.17,2.15,3.48,4.3,2,3.29,3.74
Finland,Veikkausliiga,2016,09/06/16,16:30,SJK,PS Kemi,1,0,H,1.7,3.73,5.87,1.72,3.75,6.3,1.67,3.53,5.35
Finland,Veikkausliiga,2016,09/06/16,16:30,VPS,HJK,3,0,H,4.32,3.3,2.04,4.5,3.54,2.08,3.94,3.29,1.96
Finland,Veikkausliiga,2016,12/06/16,11:30,HJK,Rovaniemi,1,1,D,1.58,4.04,6.88,1.6,4.2,7,1.55,3.86,6.02
